Entry Id,TÉMA,JMÉNO TEMATICKÉHO CELKU,JMÉNO ZPRACOVATELE,JMÉNO TÉMATICKÉHO CELKU / AKTIVITY,CÍL 1,CÍL 2,CÍL 3,ANOTACE,STUPEŇ,STUPEŇ,STUPEŇ,STUPEŇ,ROČNÍK / TŘÍDA,ROČNÍK / TŘÍDA,ROČNÍK / TŘÍDA,ROČNÍK / TŘÍDA,ROČNÍK / TŘÍDA,ROČNÍK / TŘÍDA,ROČNÍK / TŘÍDA,ROČNÍK / TŘÍDA,ROČNÍK / TŘÍDA,ROČNÍK / TŘÍDA,ROČNÍK / TŘÍDA,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,TÉMA (Ekoškoly),TÉMA (Ekoškoly),TÉMA (Ekoškoly),TÉMA (Ekoškoly),TÉMA (Ekoškoly),TÉMA (Ekoškoly),TÉMA (Ekoškoly),TÉMA (Ekoškoly),TÉMA (Ekoškoly),TÉMA (Ekoškoly),KROKY EKOŠKOLY,KROKY EKOŠKOLY,KROKY EKOŠKOLY,KROKY EKOŠKOLY,KROKY EKOŠKOLY,KROKY EKOŠKOLY,KROKY EKOŠKOLY,ČASOVÁ NÁROČNOST,PROSTŘEDÍ,PROSTŘEDÍ,POČET UČITELŮ NA REALIZACI,FYZICKÁ AKTIVITA,Připojit soubor,Připojit soubor,Poznámka pro nás:,Date Created,Created By,Last Updated,Updated By,IP Address,Last Page Accessed,Completion Status,url
81,Klimatické změny,Klima a spotřeba 2.st.,Andrea Tláskalová,Klima a spotřeba 2.st.,"Žák vysvětlí, jaké dopady na klima má práce s počítačem a internetem.","Žák navrhne opatření na snížení emisí pro sebe, školu či domácnost.",,"Hodina by měla probíhat v internetové učebně či tak, aby každý žák či dvojice měli přístup na internet.Žáci se nejprve zamýšlejí nad pozitivními a negativními dopady internetu na životní prostředí. Poté s pomocí internetu vyluští křížovku v pracovním listu. Tajenka jim umožní přístup na stránky, kde najdou článek o dopadech internetu na klima. Po zpracování textu s pomocí otázek v pracovním listu vypočítají své emise podle času stráveného luštěním křížovky a času skutečně tráveného na internetu. Na závěr se písemně zamyslí nad svým způsobem užívání internetu.",,,Druhý stupeň ZŠ,,,,,,,,6. třída ZŠ,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,,čeština,,,přírodopis,,ekologie,občanská výchova,chemie,,,,,,,,,,,,,Klimatické změny,,,,,,,EVVO ve výuce,,,10 min,Uvnitř,,1,1,klima_a_spotreba_2_st.pdf, ,,2019-08-31 15:17:31,public,,,89.24.42.132,1,1,https://petra2018.wufoo.com/cabinet/99b7ee4a-3762-497b-a0c2-ff09c499e707
82,Klimatické změny,Klima a spotřeba,Andrea Tláskalová,Klima a spotřeba,"Žák vybere z každodenních činností ty, při kterých může snížit dopad na klima.","Žák se pokusí alespoň u jedné činnosti své chování změnit tak, aby byl dopad na klima menší.",,"Žáci se pomocí obrázků rozdělí do skupin dle jednotlivých částí dne a společně nejprve vymýšlejí, jak činnosti typické pro tuto dobu ovlivňují klima. Poté si přečtou krátké texty k jednotlivým činnostem a vytvoří návod na nástěnku, jak dopady jednotlivých činností snížit. Na závěr si každý sám zvolí několik činností, u kterých by chtěl své chování změnit, a po stanoveném období vyhodnotí, jak se mu to podařilo.",,První stupeň ZŠ,,,,,,,4. třída ZŠ,5. třída ZŠ,,,,,,čeština,,,,,ekologie,,,,,přírodověda,,,,,,,,,,Klimatické změny,,,,,Plán činností,,EVVO ve výuce,,,45 min,Uvnitř,,1,1,klima_a_spoteba_n.pdf, ,,2019-08-31 15:22:05,public,2019-12-20 13:53:47,petra2018,89.24.42.132,1,1,https://petra2018.wufoo.com/cabinet/e9197039-1ae5-4ef7-a20d-38566f71149c
83,Klimatické změny,Klima a voda,Andrea Tláskalová,Klima a voda,Žák na základě svých dosavadních zkušenostía znalostí navrhne různé příčiny nárůstu četnosti záplav v ČR.,Žák své domněnky porovná s textem.,Žák vlastními slovy vysvětlí nejdůležitější příčiny záplav.,"Celou hodinu budou žáci představovat návštěvníky z jiné planety. Po krátké motivaci ve skupinách nejprve individuálně, pak společně odhadnou, jak různé obrázky z české krajiny souvisí s povodněmi. Poté zpracují texty odborníků o příčinách povodní u nás (texty jsou rozděleny do dvou variant dle míry obtížnosti). Po práci s textem následuje společná diskuse a „správné řešení“ obrázků. Za domácí úkol každý sám napíše zprávu na svou planetu, v níž shrne příčiny záplav.",,,Druhý stupeň ZŠ,,,,,,,,6. třída ZŠ,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,,čeština,,,přírodopis,,ekologie,občanská výchova,,,,,,,,,Voda,,,,,Klimatické změny,,,,,,,EVVO ve výuce,,,45 min,Uvnitř,,1,1,klima_a_voda.pdf, ,,2019-08-31 15:29:19,public,,,89.24.42.132,1,1,https://petra2018.wufoo.com/cabinet/22557e96-876c-4a7e-a4c5-7c35281275dc
84,Klimatické změny,Skleníkový efekt snadno a rychle,Andrea Tláskalová,Skleníkový efekt snadno a rychle,"Žák na základě pokusu se sklenicí popíše, jak vzniká skleníkový efekt.",Žák provede měření teploty vzduchu.,,"Téma zabere dvě výukové hodiny, které od sebe musí dělit minimálně 24 hodin. V první hodině žáci nejprve píší, co vědí o skleníkovém efektu. Ve zbytku hodiny sledují či částečně sami provádějí pokus ilustrující skleníkový efekt. V závěru hodiny si průběh pokusu zakreslí do pracovních listů a odhadnou jeho výsledek. V druhé hodině nejprve vyhodnotí pokus a diskutují o jeho výsledku. Vyučující doplní hodinu krátkým výkladem o skleníkovém efektu a globálním oteplování. Nakonec si žáci sami zapíší, co se dozvěděli a co pochopili.",,První stupeň ZŠ,,,,,,,4. třída ZŠ,5. třída ZŠ,,,,,,,,,,,,,,,,přírodověda,,,,,,,,,,Klimatické změny,,,,,,,EVVO ve výuce,,,90 min,Uvnitř,Venku,1,1,sklenikovy_efekt___snadno_n.pdf, ,,2019-08-31 15:33:36,public,2019-12-20 13:51:03,petra2018,89.24.42.132,1,1,https://petra2018.wufoo.com/cabinet/2896fe1c-a897-4e94-b1d4-47ab7c07f44e
85,Klimatické změny,Změna klimatu - je všechno jenom hra?,Andrea Tláskalová,Změna klimatu - je všechno jenom hra?,"Tato hra vede účastníky k poznání, že změna klimatu má kromě hospodářské, kulturní, společenské, politické a ekologické dimenze i svou morální stránku.",,,"„Změna klimatu – je všechno jenom hra?“ je rolová hra, která se zaměřuje zejména na rozdílné perspektivy různých zájmových skupin, vztahujících se ke změně klimatu a ochraně klimatu. Na jedné straně přispívají tyto skupiny ve velmi rozdílné míře ke změnám klimatu, na druhé straně se jich změna klimatu dotýká různou silou.  Hra umožňuje vypracovat argumenty pro a proti ochraně klimatu a na pozadí příčin a následků klimatických změn dává impulz k debatě o principu původce (tj. do jaké míry by měl vzniklé problémy řešit ten, kdo je způsobil) a o globální odpovědnosti.Hra Změna klimatu – je všechno jenom hra? může být použita pro různé cílové skupiny, zejména se hodí do výuky společenských věd, zeměpisu či biologie.",,,,SŠ,,,,,,,,,,,SŠ,čeština,,biologie,,,ekologie,,,,,,,zeměpis,,,,,,,,Klimatické změny,,,,,,,EVVO ve výuce,,,90 min,Uvnitř,,1,1,zmena_klimatu__je_vse_jen_hra.pdf, ,,2019-08-31 16:53:42,public,,,89.24.42.132,1,1,https://petra2018.wufoo.com/cabinet/2046a280-7a93-4df0-8640-ca9b76eb737a
86,Klimatické změny,Změny klimatu a voda,Andrea Tláskalová,Změny klimatu a voda,Student popíše vztah mezi změnami klimatu a výkyvy počasí.,"Student na vybraném konkrétním příkladu (sucha/povodně v rozvojových zemích) popíše environmentální, ekonomickéa sociální důsledky problému.","Student předvídá, jak by se situace v daném místě mohla dál vyvíjet, porostou-li emise CO2stejným tempem.","Téma je rozdělené do dvou hodin, mezi kterými mají studenti čas na samostatné zpracování hlavního výstupu – novinového článku a jeho prezentace na vybrané téma. V první hodině získají základní informace o tématu, v druhé hodině proběhnou prezentace jednotlivých skupin – „konference o globálních tématech spojených s vodou“. V evokační fázi první hodiny se studenti zamyslí nad vlivem emisí skleníkových plynů, které vypouští Česká republika, na okolní státy. Poté, co shlédnou úryvek ze zpráv o dopisu vlády Mikronésie naší republice, odhadují, jaké důsledky spojené s vodou můžou klimatické změny vyvolat. Poté studenti ve skupinách zpracují základní informace k tématu, každá skupina k jednomu ze čtyř základních témat spojených s klimatem a vodou. Ve dvojicích či trojicích poté studenti samostatně (doma) zpracují konkrétní situaci ve zvolené zemi, které daný problém hrozí.Ve druhé hodině proběhne prezentace práce jednotlivých skupin.",,,,SŠ,,,,,,,,,,,SŠ,čeština,,biologie,,,ekologie,občanská výchova,,,,,,zeměpis,,,Voda,,,,,Klimatické změny,,,,,,,EVVO ve výuce,,,90 min,Uvnitř,,1,1,zmena_klimatu_a_voda.pdf, ,,2019-08-31 17:00:34,public,,,89.24.42.132,1,1,https://petra2018.wufoo.com/cabinet/23d0ac7f-cf5a-489c-aa00-a1bf10ddc79a
87,Jídlo a svět,Plán činností,Mgr. Markéta Pézlová,Dílna budoucnosti,Žáci ve skupině představí realizovatelný návrh řešení problému. ,,,"Aktivita pomáhá žákům vytvořit postup, který povede k dosažení formulovaných cílů. Aktivita se skládá ze tří fází, které na sebe navazují - fáze kritiky, fáze fantazie a fáze realizace. Žáci mají možnost zapojit také své emoce.",,První stupeň ZŠ,Druhý stupeň ZŠ,SŠ,,,,3. třída ZŠ,4. třída ZŠ,5. třída ZŠ,6. třída ZŠ,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,SŠ,,,,,,ekologie,občanská výchova,,prvouka,,přírodověda,,,,,,,,,,,Jídlo a svět,Metodické rady / obecné modely,,,Plán činností,,,,,45 min,Uvnitř,,1,1,dlna_budoucnosti.pdf, ,"Aktivita je z Přílohy k metodice 7 kroků. Je vhodná pro Ekotým (výběr vyučovacích předmětů je trochu ""násilný"".",2019-10-09 12:50:10,public,,,194.228.11.239,1,1,https://petra2018.wufoo.com/cabinet/ec061689-b111-4edd-bd84-b85127ce2e03
88,Jídlo a svět,Motivační linka pro MŠ,Mgr. Markéta Pézlová,Křečkovi aneb o zodpovědné spotřebě potravin,"Děti na základě zpracované Analýzy plánují a realizují aktivity, které ve školce povedou k zodpovědnější spotřebě potravin. ",,,"Projekt nabízí možnost, jak děti aktivně zapojit do problematiky zodpovědné spotřeby potravin v rámci školky. Děti postupně sestaví tým, provedou analýzu a naplánují, na čem budou v tématu zodpovědného stravování pracovat. O své činnosti dále informují spolužáky i veřejnost, vytvoří kodex zodpovědného strávníka. Jako motivační linka je celým projektem provází Křečkovic rodinka. ",MŠ,,,,MŠ,,,,,,,,,,,,,,,,ekologie,,,,,,,,,,,,,,,,Jídlo a svět,,Ekotým,Analýza,Plán činností,Monitoring,,Informování a spolupráce,Ekokodex,projekt,Uvnitř,,1,1,kekovi.pdf,plohy_m_kekovi.pdf,"Ještě v popisu odkazuji na přílohu s Otázkami k analýze, už ji ale nemůžu přiložit. Možná by stačilo vložit odkaz, protože je ke stažení na webu Ekoškoly - https://ekoskola.cz/_files/userfiles/Otazky_k_Analyze_web.pdf ",2019-10-19 22:16:25,public,,,194.228.11.219,1,1,https://petra2018.wufoo.com/cabinet/b3574752-a20e-4e38-bc72-24332dfeae65
89,Energie,Cesta energie,Andrea Tláskalová,Cesta energie,"Žák vyjádří, jak na něj působí krajina změněná v důsledku využívání energie (těžba, elektrárny apod.) ve srovnání s krajinou bez takovéhoto zásahu.",Žák popíše základní proces výroby energie a jeho propojení se svým životem.,"Žák vysvětlí, jaký je rozdíl mezi obnovitelným a neobnovitelným zdrojem energie a vyjmenuje zástupce z obou kategorií.","Jedná se o dva 45minutové bloky. V první hodině v evokaci vyjadřují žáci svůj názor na krajinu změněnou těžbou energie. Poté si přečtou dva příběhy, které souvisejí s využíváním biomasy a uhlí a hledají výhody a nevýhody obou způsobů. Na závěr výtvarně ztvární krajinu dle svých představ.V druhé – navazující – hodině žáci hledají odpověď na otázku, jak se dostane energie k nám, abychom si mohli zapnout počítač. Nejprve nakreslí vlastní mapu, na které znázorní, jak získáváme energii. Poté žáci ve skupinách třídí zdroje energie na obnovitelné a neobnovitelné. Navazuje aktivita, při níž žáci sestavují s pomocí obrázků zjednodušený proces výroby energie (komiks). Na závěr hodiny se žáci vrátí ke své původní mapě a dopracují ji.",,První stupeň ZŠ,,,,,,,4. třída ZŠ,5. třída ZŠ,,,,,,čeština,,,,,,,,,,přírodověda,,,,Energie,,,,,,,,,,,,,EVVO ve výuce,,,90 min,Uvnitř,,1,2,cesta_energie_n.pdf, ,,2019-10-31 20:33:04,public,2019-12-20 13:50:20,petra2018,37.48.44.77,1,1,https://petra2018.wufoo.com/cabinet/569e1fc6-67fa-4dc6-95d3-25c6a0723c42
90,Energie,Sluneční trouba z krabice od pizzy,Andrea Tláskalová,Sluneční trouba z krabice od pizzy,Žák demonstruje základní proces výroby energie a jeho propojení se svým životem.,,,Žák demonstruje využití sluneční energie s pomocí vlastnoručně vyrobené sluneční trouby z krabice od pizzy.,,První stupeň ZŠ,Druhý stupeň ZŠ,,,,,,4. třída ZŠ,5. třída ZŠ,6. třída ZŠ,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,,,,,,,ekologie,,,,,přírodověda,fyzika,,,Energie,,,,,,,,,,,,,EVVO ve výuce,,,45 min,Uvnitř,Venku,1,2,slunen_trouba_z_krabice_od_pizzy.docx, ,,2019-10-31 20:58:00,public,,,37.48.44.77,1,1,https://petra2018.wufoo.com/cabinet/3605efcd-7acc-471f-b5aa-3a058acbf4c0
91,Energie,Ekoarchitekti,Andrea Tláskalová,Ekoarchitekti,Student vyhodnotí dostupné informace a data a na jejich základě se rozhodne o optimálním zdroji energie pro budovu.,Student aplikuje základní znalosti z oblasti ekologicky šetrného bydlení a úspor energie při tvorbě návrhu domu.,Student spolupracuje s ostatními žáky ve skupině při návrhu domu a na základě zadaných kritérií vyhodnotí svoji práci.,"Jedná se o výukový blok zaměřený na ekologicky šetrné a energeticky úsporné bydlení. První hodina je věnována návrhu domů, navazující hodina je věnována hodnocení návrhů a jejich prezentaci (architektonickému symposiu). Mezi hodinami studenti mohou pracovat na svých projektech i doma. Cílem studentů (rozdělených do několika skupin) bude navrhnout dům na základě předem daných požadavků a informací o lokalitě, ve které bude budova stát. Hlavní důraz bude kladen na to, aby stavba byla co nejúspornější a nejšetrnější k životnímu prostředí. Studenti navrhnou mimo jiné tvar budovy, stavební materiál použitý na stavbu a systém hospodaření s vodou a energiemi. Ve skupinách bude mít každý student danou roli (badatel, architekt, atd.). V navazující hodině budou studenti pracovat s informacemi o ekologickém a energeticky úsporném stavitelství a sami na jejich základě posoudí a vyhodnotí svůj návrh, poté zhodnotí rovněž návrh jiné skupiny. Po vzájemném hodnocení si skupiny vymění zpětnou vazbu. Na závěr proběhne „architektonické symposium“, ve kterém studenti představí své návrhy celé třídě.",,,,SŠ,,,,,,,,,,,SŠ,,,,,,ekologie,občanská výchova,,,,,fyzika,,,Energie,,,,,,,,,,,,,EVVO ve výuce,,,90 min,Uvnitř,,1,1,ekoarchitekti.pdf, ,,2019-10-31 21:11:57,public,,,37.48.44.77,1,1,https://petra2018.wufoo.com/cabinet/62a5c025-9a22-4719-a1c7-18fbc34ae2f6
92,Energie,Energodetektivové,Andrea Tláskalová,Energodetektivové,"Žák vyjádří, kde všude se v jeho okolí nachází energie a uvede několik příkladů forem energie ze svého života.",Žák popíše několik případů své závislosti na zdrojích energie v každodenním životě.,Žák získává informace o různých formách energie a jejich projevech na základě pozorování sebe a svého bezprostředního okolí.,"Jedná se o jednu výukovou hodinu zaměřenou na výskyt a formy energie a jejich propojení s naším životem. Žáci se na téma hodiny – energie naladí sami po úvodním energizeru. Poté na ně čeká „detektivní“ práce – pátrání po různých formách energie ve třídě a v okolí (při pohledu z okna). Po pozorování a základním zjištění, že energii nevidíme, ale je všude kolem nás, budou žáci pracovat s pracovními listy. V nich vyznačí, k čemu potřebují energii ve svém každodenním životě při různých činnostech. Na závěr se žáci ve dvojicích shodnou na 3 nejdůležitějších věcech, které dělají a které závisejí na zdrojích energie, a prezentují je svým spolužáků. Součástí hodiny je i reﬂexe a námět na pátrání po energii doma.",,První stupeň ZŠ,,,,,,3. třída ZŠ,4. třída ZŠ,5. třída ZŠ,,,,,,,,,,,,,,prvouka,,přírodověda,,,,Energie,,,,,,,,,,,,,EVVO ve výuce,,,45 min,Uvnitř,,1,1,energodetektivove_n.pdf, ,,2019-10-31 21:19:18,public,2019-12-20 13:48:49,petra2018,37.48.44.77,1,1,https://petra2018.wufoo.com/cabinet/92c05445-aca1-42e5-bb88-a2f3c972945a
93,Energie,Energožrouti,Andrea Tláskalová,Energožrouti,Žák jednoduchým způsobem vypočítá spotřebu energie u běžných domácích spotřebičů.Žák si uvědomuje vztah mezi příčinou a následkem běžných rozhodnutí a chyb ve své domácnosti (zbytečně puštěné spotřebiče).,Žák formuluje jednoduchou výzkumnou otázku týkající se spotřeby energie a na základě vlastního výpočtu a pozorování na ni odpoví.,"Žák popíše svému vrstevníkovi jak provést jednoduché opatření (šetření energií), které sám může realizovat, vysvětlí důvody, proč toto opatření provádí.","Jedná se o 45 minutový  výukový blok  s úkolem  na doma  a reﬂexí  a prezentací  návrhů v další hodině. Hodina je zaměřena na spotřebu energie spotřebiči, její výpočet a možnosti úspor. Žáci nejprve zjistí, co mají společného různé přístroje (spotřebovávají elektrickou energii). Poté vyplňují jednoduchou tabulku a počítají spotřebu energie spotřebičem z údaje o jeho spotřebě (příkonu) a délce provozu. Následně žáci ve dvojicích zkouší vymýšlet, jaké jsou alternativy k spotřebičům, které spotřebovávají energii. Na závěr každý formuluje otázku týkající se možnosti úspor energie při využívání spotřebičů u sebe doma. Za domácí úkol žáci zjistí odpověď na tuto otázku a v navazující hodině proběhne reﬂexe úkolu.",,První stupeň ZŠ,,,,,,,4. třída ZŠ,5. třída ZŠ,,,,,,,matematika,,,,,,,,,přírodověda,,,,Energie,,,,,,,,,,,,,EVVO ve výuce,,,10 min,Uvnitř,,1,1,energorouti45_n.pdf, ,,2019-10-31 21:27:46,public,2019-12-20 13:48:09,petra2018,37.48.44.77,1,1,https://petra2018.wufoo.com/cabinet/1444b08f-be2d-410b-8db8-9e8ff585da75
94,Energie,Jak si (ne)zatopit,Andrea Tláskalová,Jak si (ne)zatopit,Student vyjmenuje způsoby vytápění a uvede hlavní výhody a nevýhody jednotlivých způsobů.,Student porovná různé způsoby vytápění s ohledem na jejich dopad na životní prostředí.,Student vypočítá ekonomickou náročnost různých způsobů vytápění a na základě těchto aspektů vybere nejvhodnější technologii.,"Jedná se o výukovou hodinu zaměřenou na vytápění, které je největším spotřebitelem energie v běžné domácnosti. Již před hodinou by studenti měli zjistit, jakým způsobem doma vytápí. V úvodní aktivitě hodiny studenti zapisují, jaké výhody a nevýhody podle nich má způsob vytápění, který využívají. Poté přiřazují výhody a nevýhody k různým typům vytápění. Následuje výpočet ﬁnanční náročnosti jednotlivých způsobů a jejich srovnání z hlediska ﬁnančního a jejich dopadu na životní prostředí a výpočet ceny vytápění budovy školy. Na závěr každý student zvolí způsob vytápění, který by si na základě poznatků, které nyní má, vybral k vytápění svého domu, a svoji volbu zdůvodní.",,,,SŠ,,,,,,,,,,,SŠ,čeština,matematika,,,,ekologie,občanská výchova,,,,,fyzika,,,Energie,,,,,,,,,,,,,EVVO ve výuce,,,45 min,Uvnitř,,1,1,jak_si_nezatopit_n.pdf, ,,2019-10-31 21:33:02,public,2019-12-20 13:47:17,petra2018,37.48.44.77,1,1,https://petra2018.wufoo.com/cabinet/978089bd-983e-44fb-b5e1-52b16c78e54f
